stnam,fipst,leaid,leanm10,ALL_COHORT_1011,ALL_RATE_1011,MAM_COHORT_1011,MAM_RATE_1011,MAS_COHORT_1011,MAS_RATE_1011,MBL_COHORT_1011,MBL_RATE_1011,MHI_COHORT_1011,MHI_RATE_1011,MTR_COHORT_1011,MTR_RATE_1011,MWH_COHORT_1011,MWH_RATE_1011,CWD_COHORT_1011,CWD_RATE_1011,ECD_COHORT_1011,ECD_RATE_1011,LEP_COHORT_1011,LEP_RATE_1011
MINNESOTA,27,2742360,WHITE BEAR LAKE SCHOOL DISTRICT,719,90,5,PS,54,GE90,31,80-89,15,GE50,,,614,91,75,70-74,193,80-84,22,GE80
MINNESOTA,27,2742720,WILLMAR PUBLIC SCHOOL DISTRICT,417,64,11,LT50,6,GE50,27,LE20,97,30-34,,,276,80-84,59,40-49,212,40-44,57,20-29
MINNESOTA,27,2742750,WILLOW RIVER PUBLIC SCHOOL DISTRICT,32,80-89,,,,,2,PS,,,,,30,GE80,6,GE50,19,GE80,,
MINNESOTA,27,2742780,WINDOM PUBLIC SCHOOL DISTRICT,82,80-84,1,PS,1,PS,1,PS,,,,,77,85-89,17,GE80,24,60-79,1,PS
MINNESOTA,27,2744070,WINONA AREA PUBLIC SCHOOL DISTRICT,342,81,,,14,GE50,10,GE50,13,LT50,,,304,84,46,80-89,115,60-64,8,GE50
MINNESOTA,27,2744160,WORTHINGTON PUBLIC SCHOOL DISTRICT,184,65-69,,,27,60-79,10,GE50,63,50-54,,,83,80-84,27,60-79,96,55-59,31,40-49
MINNESOTA,27,2744190,WRENSHALL PUBLIC SCHOOL DISTRICT,22,60-79,1,PS,,,,,,,,,21,60-79,2,PS,10,GE50,,
MINNESOTA,27,2745735,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,111,90-94,,,1,PS,3,PS,,,,,106,90-94,8,GE50,22,60-79,,
MINNESOTA,27,2791353,RIVER BEND EDUCATION DISTRICT,37,LE10,,,,,,,,,,,28,LE20,11,LT50,20,LE20,,
MINNESOTA,27,2791445,LAKE CRYSTAL-WELLCOME MEMORIAL,66,GE95,,,2,PS,,,,,,,63,GE95,9,GE50,21,GE80,,
MINNESOTA,27,2791446,TRI-COUNTY SCHOOL DISTRICT,17,GE80,,,,,,,,,,,17,GE80,5,PS,9,GE50,,
MINNESOTA,27,2791447,KITTSON CENTRAL SCHOOL DISTRICT,20,GE80,,,,,1,PS,,,,,19,GE80,4,PS,6,GE50,,
MINNESOTA,27,2791448,NORMAN COUNTY WEST SCHOOL DISTRICT,18,60-79,,,,,,,1,PS,,,17,60-79,6,GE50,9,GE50,,
MINNESOTA,27,2791449,WIN-E-MAC SCHOOL DISTRICT,35,80-89,1,PS,,,,,,,,,34,80-89,5,PS,14,GE50,,
MINNESOTA,27,2791450,MESABI EAST SCHOOL DISTRICT,43,70-79,1,PS,,,1,PS,2,PS,,,38,70-79,8,GE50,15,GE50,,
MINNESOTA,27,2791451,JANESVILLE-WALDORF-PEMBERTON,39,GE90,,,,,,,,,,,39,GE90,7,GE50,5,PS,,
MINNESOTA,27,2791455,WEST CENTRAL EDUCATION DISTRICT,20,LE20,,,,,,,,,,,15,LT50,4,PS,14,LT50,,
MINNESOTA,27,2791456,PERPICH CENTER FOR ARTS EDUCATION,138,GE95,,,,,2,PS,1,PS,,,135,GE95,10,GE50,14,GE50,,
MISSISSIPPI,28,2800360,ABERDEEN SCHOOL DIST,129,65-69,,,,,124,65-69,,,,,,,12,LT50,108,65-69,,
MISSISSIPPI,28,2800390,ALCORN SCHOOL DIST,259,77,,,,,17,GE80,,,,,235,75-79,28,40-59,106,70-74,,
MISSISSIPPI,28,2800420,AMITE CO SCHOOL DIST,84,55-59,,,,,74,55-59,,,,,,,,,63,55-59,,
MISSISSIPPI,28,2800450,AMORY SCHOOL DIST,143,70-74,,,,,45,60-69,,,,,95,80-84,10,LT50,46,60-69,,
MISSISSIPPI,28,2800510,ATTALA CO SCHOOL DIST,80,75-79,,,,,53,70-79,,,,,24,60-79,,,52,70-79,,
MISSISSIPPI,28,2800540,BALDWYN SCHOOL DISTRICT,79,70-74,,,,,38,70-79,,,,,38,60-69,,,36,60-69,,
MISSISSIPPI,28,2800570,BAY ST LOUIS WAVELAND SCHOOL DIST,115,85-89,,,,,40,80-89,,,,,70,90-94,14,LT50,55,80-89,,
MISSISSIPPI,28,2800600,BENTON CO SCHOOL DIST,113,75-79,,,,,62,75-79,,,,,45,70-79,,,89,85-89,,
MISSISSIPPI,28,2800630,BILOXI PUBLIC SCHOOL DIST,330,87,,,27,GE80,107,75-79,10,GE50,,,181,90-94,28,60-79,150,80-84,,
MISSISSIPPI,28,2800660,WEST BOLIVAR SCHOOL DIST,60,80-89,,,,,56,80-89,,,,,,,,,52,80-89,,
MISSISSIPPI,28,2800690,BENOIT SCHOOL DISTRICT,18,60-79,,,,,16,60-79,,,,,,,,,16,60-79,,
MISSISSIPPI,28,2800720,NORTH BOLIVAR SCHOOL DISTRICT,64,55-59,,,,,61,55-59,,,,,,,,,60,60-69,,
MISSISSIPPI,28,2800750,CLEVELAND SCHOOL DIST,241,75,,,,,161,70-74,,,,,74,75-79,,,155,70-74,,
MISSISSIPPI,28,2800780,SHAW SCHOOL DISTRICT,53,80-89,,,,,51,80-89,,,,,,,,,45,70-79,,
MISSISSIPPI,28,2800810,MOUND BAYOU PUBLIC SCHOOL,54,70-79,,,,,52,70-79,,,,,,,,,52,70-79,,
MISSISSIPPI,28,2800820,BOONEVILLE SCHOOL DIST,89,90-94,,,,,19,GE80,,,,,65,90-94,,,29,GE80,,
MISSISSIPPI,28,2800840,BROOKHAVEN SCHOOL DIST,259,60,,,,,177,50-54,,,,,77,75-79,24,LE20,125,50-54,,
MISSISSIPPI,28,2800870,CALHOUN CO SCHOOL DIST,180,75-79,,,,,80,70-74,,,,,91,80-84,34,40-49,114,70-74,,
MISSISSIPPI,28,2800900,CANTON PUBLIC SCHOOL DIST,245,70,,,,,241,70-74,,,,,,,30,LE20,194,70-74,,
MISSISSIPPI,28,2800930,CARROLL COUNTY SCHOOL DIST,78,75-79,,,,,56,70-79,,,,,20,40-59,,,56,70-79,,
MISSISSIPPI,28,2800960,CHICKASAW CO SCHOOL DIST,48,60-69,,,,,19,60-79,,,,,27,60-79,,,25,40-59,,
MISSISSIPPI,28,2800990,CHOCTAW CO SCHOOL DIST,101,75-79,,,,,45,70-79,,,,,55,70-79,14,GE50,58,70-79,,
MISSISSIPPI,28,2801020,CLAIBORNE CO SCHOOL DIST,123,85-89,,,,,121,85-89,,,,,,,,,100,85-89,,
MISSISSIPPI,28,2801050,CLARKSDALE MUNICIPAL SCHOOL DIST,271,64,,,,,261,65-69,,,,,,,,,201,65-69,,
MISSISSIPPI,28,2801090,CLINTON PUBLIC SCHOOL DIST,338,86,,,,,150,75-79,,,,,166,90-94,,,84,70-74,,
MISSISSIPPI,28,2801100,COAHOMA CO AHS,76,65-69,,,,,75,65-69,,,,,,,,,64,65-69,,
MISSISSIPPI,28,2801110,COAHOMA COUNTY SCHOOL DISTRICT,63,45-49,,,,,61,50-54,,,,,,,,,51,50-59,,
MISSISSIPPI,28,2801140,COFFEEVILLE SCHOOL DIST,51,50-59,,,,,45,60-69,,,,,,,,,38,60-69,,
MISSISSIPPI,28,2801170,COLUMBIA SCHOOL DISTRICT,118,80-84,,,,,67,70-74,,,,,47,GE90,,,62,70-74,,
MISSISSIPPI,28,2801200,COLUMBUS MUNICIPAL SCHOOL DIST,293,67,,,,,254,65-69,,,,,34,70-79,45,20-29,190,65-69,,
MISSISSIPPI,28,2801220,COPIAH CO SCHOOL DIST,178,75-79,,,,,109,65-69,,,,,61,85-89,,,106,65-69,,
MISSISSIPPI,28,2801260,CORINTH SCHOOL DIST,111,90-94,,,,,43,GE90,,,,,61,90-94,,,47,80-89,,
MISSISSIPPI,28,2801290,COVINGTON CO SCHOOLS,217,69,,,,,125,60-64,,,,,90,80-84,29,21-39,139,60-64,,
MISSISSIPPI,28,2801320,DESOTO CO SCHOOL DIST,2014,86,,,35,GE90,641,82,75,90-94,,,1257,88,192,55-59,552,82,22,40-59
MISSISSIPPI,28,2801350,DREW SCHOOL DIST,26,60-79,,,,,26,60-79,,,,,,,,,19,60-79,,
MISSISSIPPI,28,2801360,DURANT PUBLIC SCHOOL DIST,34,70-79,,,,,33,70-79,,,,,,,,,30,60-79,,
MISSISSIPPI,28,2801380,EAST JASPER CONSOLIDATED SCH DIST,73,70-74,,,,,72,70-74,,,,,,,,,59,70-79,,
MISSISSIPPI,28,2801410,EAST TALLAHATCHIE CONSOL SCH DIST,112,65-69,,,,,91,70-74,,,,,19,40-59,,,89,65-69,,
MISSISSIPPI,28,2801440,ENTERPRISE SCHOOL DIST,55,GE90,,,,,,,,,,,49,GE90,,,18,GE80,,
MISSISSIPPI,28,2801470,FOREST MUNICIPAL SCHOOL DIST,98,65-69,,,,,67,60-64,16,GE80,,,12,GE50,,,64,55-59,,
MISSISSIPPI,28,2801490,FORREST COUNTY SCHOOL DISTRICT,67,80-84,,,,,41,80-89,,,,,24,60-79,,,49,70-79,,
MISSISSIPPI,28,2801510,FORREST COUNTY AG HIGH SCHOOL,156,70-74,,,,,55,50-59,,,,,100,75-79,27,21-39,68,65-69,,
MISSISSIPPI,28,2801530,FRANKLIN CO SCHOOL DIST,104,80-84,,,,,50,80-89,,,,,53,80-89,,,57,70-79,,
MISSISSIPPI,28,2801560,GEORGE CO SCHOOL DIST,320,82,,,,,32,70-79,,,,,281,80-84,30,40-59,133,80-84,,
MISSISSIPPI,28,2801590,GREENE COUNTY SCHOOL DISTRICT,131,80-84,,,,,28,60-79,,,,,101,85-89,10,LT50,90,75-79,,
MISSISSIPPI,28,2801620,GREENVILLE PUBLIC SCHOOLS,457,46,,,,,451,46,,,,,,,70,LE5,352,50,,
MISSISSIPPI,28,2801650,GREENWOOD PUBLIC SCHOOL DISTRICT,177,65-69,,,,,173,65-69,,,,,,,,,134,65-69,,
MISSISSIPPI,28,2801680,GRENADA SCHOOL DIST,342,68,,,,,179,60-64,,,,,160,75-79,,,163,55-59,,
MISSISSIPPI,28,2801710,GULFPORT SCHOOL DIST,432,72,,,,,239,65-69,,,,,178,80-84,36,50-59,235,65-69,,
MISSISSIPPI,28,2801740,HANCOCK CO SCHOOL DIST,345,80,,,,,,,,,,,325,82,54,30-39,160,70-74,,
MISSISSIPPI,28,2801770,HARRISON CO SCHOOL DIST,878,77,,,31,80-89,247,75-79,22,60-79,,,571,77,55,20-29,365,70,,
MISSISSIPPI,28,2801800,HATTIESBURG PUBLIC SCHOOL DIST,332,74,,,,,306,74,,,,,,,43,50-59,239,70-74,,
MISSISSIPPI,28,2801830,HAZLEHURST CITY SCHOOL DISTRICT,116,70-74,,,,,113,70-74,,,,,,,14,LT50,91,75-79,,
MISSISSIPPI,28,2801840,HINDS CO AHS,50,70-79,,,,,49,70-79,,,,,,,,,41,70-79,,
MISSISSIPPI,28,2801860,HINDS CO SCHOOL DIST,452,81,,,,,301,82,,,,,148,80-84,41,20-29,193,75-79,,
MISSISSIPPI,28,2801890,HOLLANDALE SCHOOL DIST,76,65-69,,,,,75,65-69,,,,,,,,,73,70-74,,
MISSISSIPPI,28,2801950,HOLLY SPRINGS SCHOOL DIST,136,65-69,,,,,135,70-74,,,,,,,12,LT50,103,65-69,,
MISSISSIPPI,28,2801980,HOLMES CO SCHOOL DIST,256,66,,,,,254,65-69,,,,,,,15,LT50,229,65-69,,
MISSISSIPPI,28,2802010,HOUSTON  SCHOOL DIST,125,70-74,,,,,57,50-59,,,,,63,85-89,15,LT50,66,60-64,,
MISSISSIPPI,28,2802040,HUMPHREYS CO SCHOOL DIST,127,80-84,,,,,124,80-84,,,,,,,10,LT50,110,80-84,,
MISSISSIPPI,28,2802070,INDIANOLA SCHOOL DIST,253,67,,,,,249,65-69,,,,,,,,,205,65-69,,
MISSISSIPPI,28,2802100,ITAWAMBA CO SCHOOL DIST,297,81,,,,,20,GE80,,,,,268,80-84,47,50-59,114,70-74,,
MISSISSIPPI,28,2802160,JACKSON CO SCHOOL DIST,703,81,,,30,GE80,71,75-79,,,,,585,81,47,30-39,239,75-79,,
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,2075,63,,,,,2047,63,,,,,17,40-59,248,15-19,1437,63,,
MISSISSIPPI,28,2802220,JEFFERSON CO SCHOOL DIST,137,70-74,,,,,136,70-74,,,,,,,20,LE20,122,65-69,,
MISSISSIPPI,28,2802250,JEFFERSON DAVIS CO SCHOOL DIST,136,70-74,,,,,124,70-74,,,,,,,11,LT50,131,70-74,,
MISSISSIPPI,28,2802280,JONES CO SCHOOL DIST,568,80,,,,,126,75-79,,,,,429,82,61,45-49,215,70-74,,
MISSISSIPPI,28,2802310,KEMPER CO SCHOOL DIST,104,65-69,,,,,102,65-69,,,,,,,,,68,70-74,,
MISSISSIPPI,28,2802340,KOSCIUSKO SCHOOL DISTRICT,124,80-84,,,,,63,70-74,,,,,59,80-89,,,58,80-89,,
MISSISSIPPI,28,2802370,LAFAYETTE CO SCHOOL DIST,178,80-84,,,,,54,60-69,,,,,121,85-89,15,LT50,75,70-74,,
MISSISSIPPI,28,2802400,LAMAR COUNTY SCHOOL DISTRICT,589,84,,,,,121,75-79,,,,,450,85,61,40-44,163,70-74,,
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,488,74,,,,,141,60-64,,,,,336,81,48,40-49,172,60-64,,
MISSISSIPPI,28,2802460,LAUREL SCHOOL DISTRICT,178,55-59,,,,,156,55-59,,,,,,,26,40-59,126,55-59,,
MISSISSIPPI,28,2802490,LAWRENCE CO SCHOOL DIST,156,80-84,,,,,72,80-84,,,,,81,80-84,,,85,70-74,,
MISSISSIPPI,28,2802520,LEAKE CO SCHOOL DIST,228,75,,,,,147,75-79,,,,,75,70-74,39,20-29,150,70-74,,
MISSISSIPPI,28,2802550,LEE COUNTY SCHOOL DISTRICT,490,68,,,,,144,55-59,,,,,331,73,40,19-Nov,191,55-59,,
MISSISSIPPI,28,2802580,LEFLORE CO SCHOOL DIST,237,71,,,,,234,70-74,,,,,,,20,21-39,214,70-74,,
MISSISSIPPI,28,2802610,LELAND SCHOOL DIST,91,80-84,,,,,82,80-84,,,,,,,,,64,85-89,,
MISSISSIPPI,28,2802640,LINCOLN CO SCHOOL DIST,237,79,,,,,36,60-69,,,,,200,80-84,30,21-39,83,65-69,,
MISSISSIPPI,28,2802670,LONG BEACH SCHOOL DIST,243,84,,,,,33,70-79,,,,,192,85-89,14,LT50,67,75-79,,
MISSISSIPPI,28,2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,188,70-74,,,,,127,65-69,,,,,58,80-89,,,123,65-69,,
MISSISSIPPI,28,2802730,LOWNDES CO SCHOOL DIST,400,80,,,,,182,65-69,,,,,211,85-89,35,20-29,150,70-74,,
MISSISSIPPI,28,2802760,LUMBERTON PUBLIC SCHOOL DISTRICT,59,60-69,,,,,30,60-79,,,,,26,60-79,,,47,70-79,,
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,817,85,,,24,GE80,328,80,10,GE50,,,451,88,61,40-44,232,70-74,,
MISSISSIPPI,28,2802820,MARION CO SCHOOL DIST,171,65-69,,,,,88,60-64,,,,,77,75-79,21,LE20,120,65-69,,
MISSISSIPPI,28,2802850,MARSHALL CO SCHOOL DIST,211,68,,,,,135,65-69,,,,,66,65-69,30,LE20,158,70-74,,
MISSISSIPPI,28,2802880,MCCOMB SCHOOL DISTRICT,230,64,,,,,186,60-64,,,,,38,80-89,18,40-59,149,65-69,,
MISSISSIPPI,28,2802910,MERIDIAN PUBLIC SCHOOL DIST,573,61,,,,,485,61,,,,,78,55-59,72,15-19,378,60,,
MISSISSIPPI,28,2802940,MONROE CO SCHOOL DIST,198,80-84,,,,,19,60-79,,,,,178,80-84,33,30-39,70,70-74,,
MISSISSIPPI,28,2802970,MONTGOMERY CO SCHOOL DIST,39,50-59,,,,,36,50-59,,,,,,,,,29,40-59,,
MISSISSIPPI,28,2803000,MOSS POINT SEPARATE SCHOOL DIST,222,64,,,,,175,60-64,,,,,42,60-69,28,21-39,149,65-69,,
MISSISSIPPI,28,2803030,NATCHEZ-ADAMS SCHOOL DIST,303,61,,,,,276,60-64,,,,,24,40-59,28,LE20,226,60-64,,
MISSISSIPPI,28,2803060,NESHOBA COUNTY SCHOOL DISTRICT,186,85-89,,,,,42,80-89,,,,,133,85-89,,,84,80-84,,
MISSISSIPPI,28,2803090,NETTLETON SCHOOL DIST,96,70-74,,,,,25,GE80,,,,,68,65-69,,,49,70-79,,
MISSISSIPPI,28,2803120,NEW ALBANY PUBLIC SCHOOLS,134,80-84,,,,,45,70-79,,,,,83,85-89,,,54,70-79,,
MISSISSIPPI,28,2803150,NEWTON COUNTY SCHOOL DISTRICT,134,80-84,,,,,33,70-79,,,,,93,85-89,14,LT50,45,70-79,,
MISSISSIPPI,28,2803180,NEWTON MUNICIPAL SCHOOL DISTRICT,114,80-84,,,,,110,80-84,,,,,,,,,85,75-79,,
MISSISSIPPI,28,2803210,NORTH PANOLA SCHOOLS,120,50-54,,,,,116,50-54,,,,,,,,,95,50-54,,
MISSISSIPPI,28,2803240,NORTH PIKE SCHOOL DIST,187,75-79,,,,,65,70-74,,,,,118,80-84,12,GE50,75,75-79,,
MISSISSIPPI,28,2803270,NORTH TIPPAH SCHOOL DIST,80,85-89,,,,,10,GE50,,,,,67,85-89,14,LT50,36,80-89,,
MISSISSIPPI,28,2803300,NOXUBEE COUNTY SCHOOL DISTRICT,149,65-69,,,,,149,65-69,,,,,,,16,LE20,141,65-69,,
MISSISSIPPI,28,2803360,OCEAN SPRINGS SCHOOL DIST,403,88,,,22,GE80,54,80-89,10,GE50,,,312,88,26,40-59,81,80-84,,
MISSISSIPPI,28,2803390,OKOLONA SEPARATE SCHOOL DIST,50,70-79,,,,,47,70-79,,,,,,,,,44,60-69,,
MISSISSIPPI,28,2803420,OKTIBBEHA COUNTY SCHOOL DISTRICT,67,65-69,,,,,59,60-69,,,,,,,,,51,60-69,,
MISSISSIPPI,28,2803450,OXFORD SCHOOL DISTRICT,222,85,,,,,93,75-79,,,,,116,90-94,,,67,75-79,,
MISSISSIPPI,28,2803480,PASCAGOULA SCHOOL DIST,522,75,,,,,233,70-74,32,70-79,,,243,75-79,68,30-34,263,70-74,18,60-79
MISSISSIPPI,28,2803510,PASS CHRISTIAN PUBLIC SCHOOL DIST,115,85-89,,,,,37,80-89,,,,,65,85-89,,,50,80-89,,
MISSISSIPPI,28,2803520,PEARL PUBLIC SCHOOL DIST,277,80,,,,,78,80-84,,,,,176,75-79,17,21-39,110,75-79,,
MISSISSIPPI,28,2803530,PETAL SCHOOL DIST,296,83,,,,,42,70-79,,,,,250,85-89,28,40-59,88,70-74,,
MISSISSIPPI,28,2803540,PEARL RIVER CO SCHOOL DIST,210,77,,,,,,,,,,,199,75-79,17,40-59,72,65-69,,
MISSISSIPPI,28,2803570,PERRY CO SCHOOL DIST,97,70-74,,,,,32,60-69,,,,,63,70-74,21,21-39,58,60-69,,
MISSISSIPPI,28,2803600,PHILADELPHIA PUBLIC SCHOOL DIST,88,85-89,,,,,58,80-89,,,,,25,GE80,,,59,70-79,,
MISSISSIPPI,28,2803630,PICAYUNE SCHOOL DIST,272,77,,,,,91,75-79,,,,,167,75-79,31,30-39,136,70-74,,
MISSISSIPPI,28,2803660,PONTOTOC CO SCHOOL DIST,211,85,,,,,20,GE80,,,,,181,80-84,14,LT50,70,75-79,,
MISSISSIPPI,28,2803690,PONTOTOC CITY SCHOOLS,156,85-89,,,,,40,80-89,,,,,111,90-94,15,GE50,56,80-89,,
MISSISSIPPI,28,2803720,POPLARVILLE SEPARATE SCHOOL DIST,150,85-89,,,,,32,80-89,,,,,112,85-89,,,74,85-89,,
MISSISSIPPI,28,2803750,PRENTISS CO SCHOOL DIST,156,75-79,,,,,,,,,,,149,80-84,20,40-59,63,70-74,,
MISSISSIPPI,28,2803780,QUITMAN SCHOOL DIST,124,80-84,,,,,77,75-79,,,,,46,80-89,,,72,75-79,,
MISSISSIPPI,28,2803810,QUITMAN CO SCHOOL DIST,121,65-69,,,,,118,70-74,,,,,,,31,19-Nov,114,65-69,,
MISSISSIPPI,28,2803830,RANKIN CO SCHOOL DIST,1207,84,,,,,288,80-84,11,GE50,,,892,86,93,35-39,305,78,,
MISSISSIPPI,28,2803870,RICHTON SCHOOL DIST,63,70-74,,,,,18,GE80,,,,,43,60-69,,,29,60-79,,
MISSISSIPPI,28,2803900,SCOTT CO SCHOOL DIST,238,79,,,,,117,75-79,,,,,110,80-84,36,30-39,127,75-79,,
MISSISSIPPI,28,2803930,SENATOBIA MUNICIPAL SCHOOL DIST,126,80-84,,,,,51,70-79,,,,,70,85-89,,,43,70-79,,
MISSISSIPPI,28,2803960,SOUTH DELTA SCHOOL DISTRICT,87,65-69,,,,,84,65-69,,,,,,,,,73,65-69,,
MISSISSIPPI,28,2803990,SIMPSON CO SCHOOL DIST,319,77,,,,,176,70-74,,,,,140,80-84,39,30-39,188,75-79,,
MISSISSIPPI,28,2804020,SMITH CO SCHOOL DIST,248,79,,,,,86,65-69,,,,,156,80-84,27,21-39,116,65-69,,
MISSISSIPPI,28,2804050,SOUTH PANOLA SCHOOL DISTRICT,298,70,,,,,180,60-64,,,,,109,75-79,21,21-39,173,65-69,,
MISSISSIPPI,28,2804080,SOUTH PIKE SCHOOL DIST,154,75-79,,,,,136,70-74,,,,,,,,,100,75-79,,
MISSISSIPPI,28,2804110,SOUTH TIPPAH SCHOOL DIST,169,70-74,,,,,50,70-79,,,,,105,70-74,13,LT50,89,65-69,,
MISSISSIPPI,28,2804140,STARKVILLE SCHOOL DISTRICT,270,66,,,,,171,55-59,,,,,87,80-84,21,21-39,128,55-59,,
MISSISSIPPI,28,2804170,STONE CO SCHOOL DIST,191,80-84,,,,,54,70-79,,,,,134,80-84,20,60-79,79,70-74,,
MISSISSIPPI,28,2804200,SUNFLOWER CO SCHOOL DIST,79,70-74,,,,,75,70-74,,,,,,,,,51,70-79,,
MISSISSIPPI,28,2804230,TATE CO SCHOOL DIST,195,75-79,,,,,92,75-79,,,,,96,75-79,24,21-39,115,75-79,,
MISSISSIPPI,28,2804260,TISHOMINGO CO SP MUN SCH DIST,235,89,,,,,,,,,,,220,85-89,22,40-59,104,80-84,,
MISSISSIPPI,28,2804290,TUNICA COUNTY SCHOOL DISTRICT,160,55-59,,,,,153,60-64,,,,,,,,,135,60-64,,
MISSISSIPPI,28,2804320,TUPELO PUBLIC SCHOOL DIST,516,71,,,10,GE50,239,60-64,12,GE50,,,251,85-89,56,19-Nov,194,55-59,,
MISSISSIPPI,28,2804350,UNION CO SCHOOL DIST,176,85-89,,,,,15,GE50,,,,,154,85-89,,,70,80-84,,
MISSISSIPPI,28,2804380,UNION PUBLIC SCHOOL DIST,46,80-89,,,,,13,GE50,,,,,31,GE90,,,20,GE80,,
MISSISSIPPI,28,2804440,WALTHALL CO SCHOOL DIST,168,75-79,,,,,123,75-79,,,,,43,80-89,,,97,75-79,,
MISSISSIPPI,28,2804470,VICKSBURG WARREN SCHOOL DIST,538,56,,,,,329,50,,,,,193,65-69,39,LE10,269,40-44,,
MISSISSIPPI,28,2804500,WATER VALLEY SCHOOL DISTRICT,103,65-69,,,,,52,50-59,,,,,47,70-79,,,41,50-59,,
MISSISSIPPI,28,2804530,WAYNE CO SCHOOL DIST,255,76,,,,,150,70-74,,,,,101,75-79,29,LE20,168,70-74,,
MISSISSIPPI,28,2804560,WEBSTER CO SCHOOL DIST,110,90-94,,,,,37,GE90,,,,,66,85-89,,,48,80-89,,
MISSISSIPPI,28,2804590,WEST JASPER CONSOLIDATED SCHOOLS,112,85-89,,,,,73,80-84,,,,,36,80-89,,,70,85-89,,
MISSISSIPPI,28,2804620,WEST POINT SCHOOL DIST,308,76,,,,,260,70-74,,,,,44,80-89,,,221,70-74,,
MISSISSIPPI,28,2804650,WEST TALLAHATCHIE SCHOOL DISTRICT,90,60-64,,,,,89,60-64,,,,,,,,,76,65-69,,
MISSISSIPPI,28,2804680,WESTERN LINE SCHOOL DISTRICT,144,70-74,,,,,80,70-74,,,,,60,60-69,11,LT50,95,70-74,,
MISSISSIPPI,28,2804710,WILKINSON CO SCHOOL DIST,131,55-59,,,,,129,55-59,,,,,,,22,LE20,123,60-64,,
MISSISSIPPI,28,2804740,WINONA SEPARATE SCHOOL DIST,100,80-84,,,,,51,80-89,,,,,47,80-89,16,40-59,51,80-89,,
MISSISSIPPI,28,2804770,YAZOO CITY MUNICIPAL SCHOOL DIST,240,62,,,,,237,60-64,,,,,,,24,21-39,201,60-64,,
MISSISSIPPI,28,2804800,YAZOO CO SCHOOL DIST,126,65-69,,,,,79,65-69,,,,,43,70-79,,,89,70-74,,
MISSOURI,29,2900001,MARIES CO. R-II,68,80-84,,,,,2,PS,,,,,66,80-84,9,GE50,27,60-79,,
MISSOURI,29,2900002,SOUTH HARRISON CO. R-II,65,70-74,,,,,,,,,,,65,70-74,6,GE50,34,60-69,,
MISSOURI,29,2900003,PORTAGEVILLE,62,GE95,,,,,13,GE50,,,,,49,GE90,5,PS,27,GE80,,
MISSOURI,29,2900004,NEW MADRID CO. R-I,130,80-84,,,,,45,80-89,2,PS,,,83,75-79,25,60-79,74,75-79,,
MISSOURI,29,2900009,DIVISION OF YOUTH SERVICES,313,35,,,1,PS,99,35-39,2,PS,,,211,30-34,58,30-39,313,35,,
MISSOURI,29,2900012,DON BOSCO EDUCATION CTR.,161,25-29,1,PS,,,143,25-29,,,,,,,,,121,30-34,,
MISSOURI,29,2900014,HOGAN PREPARATORY ACADEMY,66,85-89,,,,,66,85-89,,,,,,,2,PS,54,80-89,,
MISSOURI,29,2900016,GENESIS SCHOOL INC.,33,30-39,,,,,27,40-59,,,,,,,,,25,40-59,,
MISSOURI,29,2900020,MO SCHOOL FOR THE DEAF,10,GE50,,,,,5,PS,,,,,5,PS,10,GE50,10,GE50,,
MISSOURI,29,2900021,MO SCHOOL FOR THE BLIND,6,GE50,,,,,3,PS,,,,,3,PS,6,GE50,5,PS,,
MISSOURI,29,2900024,BROOKSIDE CHARTER SCH.,17,60-79,,,,,12,GE50,1,PS,,,3,PS,2,PS,14,GE50,,
MISSOURI,29,2900027,UNIVERSITY ACADEMY,54,GE90,,,,,47,GE90,,,,,6,GE50,,,29,GE80,,
MISSOURI,29,2900028,LEE A. TOLBERT COM. ACADEMY,42,50-59,,,,,42,50-59,,,,,,,3,PS,28,60-79,,
MISSOURI,29,2900029,ALTA VISTA CHARTER SCH.,61,60-64,,,1,PS,1,PS,56,50-59,,,2,PS,2,PS,53,60-69,43,60-69
MISSOURI,29,2900578,IMAGINE REN ACAD ENV SCI & MA,116,70-74,,,,,101,75-79,11,LT50,,,4,PS,3,PS,100,70-74,5,PS
MISSOURI,29,2900580,IMAGINE ACADEMY OF CAREERS,194,75-79,,,1,PS,193,75-79,,,,,,,11,GE50,155,75-79,,
MISSOURI,29,2900583,CONSTRUCTION CAREERS CENTER,119,55-59,,,,,115,55-59,,,,,4,PS,12,LT50,89,60-64,,
MISSOURI,29,2900588,HOPE ACADEMY,191,20-24,,,,,184,20-24,4,PS,,,2,PS,16,LE20,185,20-24,,
MISSOURI,29,2900593,DELASALLE CHARTER SCHOOL,55,50-59,,,,,46,40-49,7,GE50,,,2,PS,2,PS,43,40-49,,
MISSOURI,29,2901000,COLUMBIA 93,1372,83,7,GE50,57,80-89,285,65-69,53,70-79,61,90-94,909,87,198,60-64,419,67,17,40-59
MISSOURI,29,2902850,ADRIAN R-III,68,90-94,,,,,,,,,,,68,90-94,6,GE50,29,GE80,,
