stnam,fipst,leaid,leanm10,ALL_COHORT_1011,ALL_RATE_1011,MAM_COHORT_1011,MAM_RATE_1011,MAS_COHORT_1011,MAS_RATE_1011,MBL_COHORT_1011,MBL_RATE_1011,MHI_COHORT_1011,MHI_RATE_1011,MTR_COHORT_1011,MTR_RATE_1011,MWH_COHORT_1011,MWH_RATE_1011,CWD_COHORT_1011,CWD_RATE_1011,ECD_COHORT_1011,ECD_RATE_1011,LEP_COHORT_1011,LEP_RATE_1011
CALIFORNIA,6,608190,Charter Oak Unified,548,93,4,PS,33,GE90,20,GE80,305,93,20,GE80,166,90-94,74,75-79,251,85-89,41,80-89
CALIFORNIA,6,608370,Chico Unified,1132,86,22,GE80,84,90-94,37,80-89,203,80-84,12,GE50,774,87,161,70-74,498,76,86,75-79
CALIFORNIA,6,608460,Chino Valley Unified,2567,85,3,PS,361,92,116,75-79,1287,83,48,GE90,752,91,306,55,988,73,276,55-59
CALIFORNIA,6,608550,Chowchilla Union High,250,80-84,1,PS,3,PS,3,PS,127,80-84,5,PS,111,85-89,15,GE50,167,80-84,59,70-79
CALIFORNIA,6,608760,Claremont Unified,609,92,3,PS,76,GE95,64,90-94,187,90-94,21,60-79,258,90-94,59,70-79,190,85-89,26,GE80
CALIFORNIA,6,608970,Cloverdale Unified,110,85-89,,,1,PS,,,53,70-79,,,56,GE90,7,GE50,57,70-79,13,LT50
CALIFORNIA,6,609030,Clovis Unified,2723,93,25,GE80,498,97,113,90-94,651,90,36,GE90,1400,94,141,55-59,1020,87,229,90-94
CALIFORNIA,6,609070,Coachella Valley Unified,1273,74,3,PS,6,GE50,4,PS,1235,75,9,LT50,16,GE80,100,70-74,1224,75,639,63
CALIFORNIA,6,609120,Coalinga-Huron Joint Unified,318,64,1,PS,8,GE50,8,GE50,240,60-64,,,61,75-79,21,LE20,242,60-64,121,40-44
CALIFORNIA,6,609390,Colton Joint Unified,1558,74,8,GE50,54,80-89,107,70-74,1246,74,3,PS,140,75-79,170,50-54,1285,71,311,58
CALIFORNIA,6,609570,Colusa Unified,100,80-84,,,2,PS,,,53,70-79,,,45,GE90,10,GE50,68,70-74,14,LT50
CALIFORNIA,6,609620,Compton Unified,1601,58,1,PS,17,40-59,433,54,1143,59,3,PS,4,PS,159,25-29,1269,60,708,48
CALIFORNIA,6,609640,Conejo Valley Unified,1971,95,11,GE50,189,GE95,38,GE90,381,87,31,GE90,1321,97,165,80-84,332,85,119,70-74
CALIFORNIA,6,609665,Leggett Valley Unified,7,LT50,,,,,,,,,,,7,LT50,1,PS,2,PS,,
CALIFORNIA,6,609690,Corcoran Joint Unified,163,85-89,1,PS,3,PS,6,GE50,133,85-89,1,PS,19,GE80,14,GE50,153,85-89,37,80-89
CALIFORNIA,6,609810,Corning Union High,232,88,1,PS,2,PS,1,PS,118,85-89,1,PS,109,90-94,14,GE50,181,85-89,36,70-79
CALIFORNIA,6,609850,Corona-Norco Unified,4077,87,14,GE50,405,95,332,88,1882,84,49,GE90,1395,92,399,75,1714,82,506,69
CALIFORNIA,6,609870,Coronado Unified,291,GE95,3,PS,17,GE80,5,PS,47,GE90,2,PS,217,GE95,22,GE80,21,GE80,4,PS
CALIFORNIA,6,609940,Cotati-Rohnert Park Unified,486,77,5,PS,27,GE80,14,GE50,129,70-74,15,GE50,296,80-84,95,70-74,181,60-64,61,55-59
CALIFORNIA,6,610050,Covina-Valley Unified,1344,92,4,PS,159,GE95,60,80-89,882,94,7,GE50,232,90-94,148,80-84,832,91,183,85-89
CALIFORNIA,6,610260,Culver City Unified,582,85,12,GE50,86,90-94,134,85-89,217,80-84,3,PS,130,85-89,50,60-69,270,80-84,63,60-64
CALIFORNIA,6,610350,Cutler-Orosi Joint Unified,304,77,,,10,GE50,1,PS,285,75-79,1,PS,7,GE50,18,GE80,299,75-79,250,75-79
CALIFORNIA,6,610620,Davis Joint Unified,718,92,1,PS,110,GE95,16,GE80,109,75-79,34,GE90,448,94,69,70-74,152,75-79,63,65-69
CALIFORNIA,6,610680,Death Valley Unified,1,PS,,,,,,,,,,,1,PS,,,,,,
CALIFORNIA,6,610770,Del Norte County Unified,310,85,40,70-79,38,80-89,2,PS,51,80-89,1,PS,178,85-89,21,40-59,180,80-84,31,80-89
CALIFORNIA,6,610860,Delano Joint Union High,1063,86,,,143,90-94,10,GE50,879,86,2,PS,29,GE80,58,50-59,1006,86,466,78
CALIFORNIA,6,611040,Denair Unified,168,75-79,6,LT50,5,PS,,,72,75-79,5,PS,80,75-79,19,60-79,105,70-74,32,60-69
CALIFORNIA,6,611110,Desert Sands Unified,2209,83,9,GE50,66,85-89,71,80-84,1400,80,9,GE50,654,90,183,70-74,1418,78,415,66
CALIFORNIA,6,611280,Dixon Unified,345,78,1,PS,16,GE80,10,LT50,149,75-79,,,169,75-79,39,60-69,179,70-74,43,50-59
CALIFORNIA,6,611460,Downey Unified,2003,92,6,GE50,99,90-94,77,85-89,1596,92,,,224,90-94,181,70-74,1511,91,450,84
CALIFORNIA,6,611520,Duarte Unified,291,85-89,,,24,GE80,20,GE80,208,85-89,9,GE50,30,GE80,28,GE80,216,85-89,22,60-79
CALIFORNIA,6,611700,Dunsmuir Joint Union High,29,GE80,,,1,PS,1,PS,5,PS,1,PS,21,GE80,,,17,GE80,,
CALIFORNIA,6,611730,Durham Unified,88,90-94,,,2,PS,1,PS,13,GE50,3,PS,69,90-94,8,GE50,40,GE90,5,PS
CALIFORNIA,6,611780,East Nicolaus Joint Union High,71,85-89,2,PS,9,GE50,1,PS,10,GE50,6,GE50,43,GE90,5,PS,29,60-79,5,PS
CALIFORNIA,6,611820,East Side Union High,6025,77,16,GE80,2426,89,257,75-79,2679,66,41,60-69,606,80,526,56,3759,71,1912,64
CALIFORNIA,6,611870,Eastern Sierra Unified,36,80-89,2,PS,,,,,14,GE50,,,20,GE80,7,GE50,21,GE80,3,PS
CALIFORNIA,6,612070,El Dorado Union High,1626,93,17,60-79,69,GE95,19,60-79,161,85-89,53,GE90,1307,94,132,70-74,423,83,29,60-79
CALIFORNIA,6,612120,El Monte Union High,2234,86,2,PS,436,96,13,GE50,1714,83,12,GE50,57,80-89,206,65-69,2075,85,741,76
CALIFORNIA,6,612180,El Rancho Unified,859,88,1,PS,10,GE50,5,PS,829,88,2,PS,12,GE50,82,65-69,644,86,243,75-79
CALIFORNIA,6,612210,El Segundo Unified,334,95,2,PS,28,GE80,10,GE50,88,90-94,34,GE90,172,90-94,35,GE90,115,GE95,11,GE50
CALIFORNIA,6,612330,Elk Grove Unified,4788,82,28,40-59,1421,91,896,71,1074,79,179,75-79,1190,88,519,56,4211,83,780,71
CALIFORNIA,6,612630,Emery Unified,56,60-69,,,7,LT50,36,60-69,10,GE50,,,3,PS,7,GE50,47,60-69,5,PS
CALIFORNIA,6,612840,Escalon Unified,242,85-89,3,PS,4,PS,1,PS,109,80-84,1,PS,124,90-94,15,GE50,114,75-79,58,70-79
CALIFORNIA,6,612910,Escondido Union High,1773,82,9,GE50,115,90-94,55,70-79,1042,78,3,PS,549,91,140,55-59,1129,75,443,65
CALIFORNIA,6,612930,Esparto Unified,98,85-89,,,2,PS,8,GE50,41,80-89,,,47,GE90,10,GE50,55,70-79,23,40-59
CALIFORNIA,6,613230,Exeter Union High,294,79,3,PS,3,PS,6,GE50,135,75-79,,,147,80-84,22,60-79,165,70-74,34,60-69
CALIFORNIA,6,613360,Fairfield-Suisun Unified,1637,83,18,GE80,255,85-89,329,77,457,83,206,85-89,372,82,163,55-59,725,80,173,70-74
CALIFORNIA,6,613470,Fall River Joint Unified,91,80-84,9,GE50,,,,,16,GE80,3,PS,63,85-89,14,GE50,52,80-89,6,GE50
CALIFORNIA,6,613530,Fallbrook Union High,746,86,16,40-59,16,GE80,11,GE50,404,84,24,GE80,275,90-94,63,60-64,418,83,207,75-79
CALIFORNIA,6,613800,Fillmore Unified,283,90-94,3,PS,1,PS,1,PS,238,90-94,,,40,GE90,42,60-69,221,90-94,88,85-89
CALIFORNIA,6,613840,Firebaugh-Las Deltas Joint Unified,182,85-89,1,PS,,,,,171,85-89,,,10,GE50,11,GE50,165,85-89,57,80-89
CALIFORNIA,6,613890,Folsom-Cordova Unified,1315,90,9,GE50,162,GE95,97,80-84,189,80-84,23,GE80,835,92,173,65-69,449,82,116,75-79
CALIFORNIA,6,613920,Fontana Unified,3093,81,10,GE50,104,85-89,307,84,2451,80,1,PS,220,85-89,453,71,2570,80,1038,70
CALIFORNIA,6,614070,Fort Bragg Unified,136,85-89,5,PS,4,PS,1,PS,44,GE90,8,GE50,74,85-89,7,GE50,93,85-89,24,GE80
CALIFORNIA,6,614190,Fortuna Union High,273,88,13,GE50,7,GE50,3,PS,44,70-79,7,GE50,199,90-94,34,70-79,129,80-84,17,40-59
CALIFORNIA,6,614250,Fowler Unified,180,90-94,1,PS,24,GE80,2,PS,124,90-94,1,PS,28,GE80,19,GE80,128,90-94,38,80-89
CALIFORNIA,6,614400,Fremont Unified,2200,89,4,PS,1195,93,106,80-84,277,80-84,34,80-89,584,88,187,65-69,554,79,255,70-74
CALIFORNIA,6,614430,Fremont Union High,2493,92,11,GE50,1428,97,45,GE90,339,70,3,PS,667,94,189,70-74,485,74,345,77
CALIFORNIA,6,614550,Fresno Unified,5001,73,42,60-69,934,81,532,66,2755,72,9,GE50,729,76,583,43,4539,71,1242,65
CALIFORNIA,6,614760,Fullerton Joint Union High,3768,85,14,GE50,890,94,81,80-84,1908,78,18,40-59,857,91,287,65-69,1701,83,1011,69
CALIFORNIA,6,614820,Galt Joint Union High,552,83,5,PS,20,GE80,12,GE50,231,75-79,6,LT50,278,85-89,49,60-69,310,78,75,70-74
CALIFORNIA,6,614880,Garden Grove Unified,3934,86,10,GE50,1444,89,34,80-89,1878,84,2,PS,566,87,366,75,2782,86,1455,76
CALIFORNIA,6,614950,Gateway Unified,252,87,20,GE80,14,GE50,4,PS,22,GE80,,,192,85-89,40,70-79,170,85-89,13,GE50
CALIFORNIA,6,615150,Geyserville Unified,5,PS,,,,,,,1,PS,,,4,PS,,,3,PS,1,PS
CALIFORNIA,6,615180,Gilroy Unified,744,77,4,PS,39,GE90,13,GE50,493,72,13,GE50,182,85-89,53,60-69,499,71,164,55-59
CALIFORNIA,6,615240,Glendale Unified,2344,88,6,GE50,489,92,26,60-79,460,77,16,GE80,1347,89,195,70-74,1104,84,453,71
CALIFORNIA,6,615270,Glendora Unified,627,95,1,PS,52,GE90,7,GE50,204,90-94,19,GE80,344,96,70,80-84,111,85-89,15,GE50
CALIFORNIA,6,616230,Grossmont Union High,4675,77,40,50-59,183,85-89,327,74,1453,72,250,80-84,2422,81,597,57,2163,68,769,59
CALIFORNIA,6,616323,Gustine Unified,158,90-94,1,PS,,,,,109,90-94,1,PS,47,80-89,12,GE50,116,90-94,40,80-89
CALIFORNIA,6,616325,Hacienda la Puente Unified,1559,46,2,PS,328,95,21,40-59,1117,85,5,PS,86,40-44,111,20-24,1113,45,329,26
CALIFORNIA,6,616500,Hanford Joint Union High,967,75,5,PS,45,GE90,67,75-79,522,70,7,LT50,321,84,73,55-59,564,66,164,55-59
CALIFORNIA,6,616680,Hawthorne,118,75-79,1,PS,21,GE80,15,GE50,78,GE95,,,3,PS,2,PS,98,75-79,19,60-79
CALIFORNIA,6,616740,Hayward Unified,1345,69,9,LT50,327,80,202,65-69,686,65,5,PS,116,70-74,280,55-59,1007,66,411,55
CALIFORNIA,6,616860,Helendale Elementary,18,60-79,,,,,4,PS,2,PS,,,12,GE50,2,PS,9,GE50,,
CALIFORNIA,6,616920,Hemet Unified,1815,81,16,GE80,74,90-94,165,75-79,772,77,34,70-79,754,84,205,55-59,1729,81,298,65-69
CALIFORNIA,6,617220,Hilmar Unified,168,90-94,,,5,PS,2,PS,54,80-89,8,GE50,99,90-94,14,GE50,104,85-89,36,80-89
CALIFORNIA,6,617430,Holtville Unified,134,85-89,,,1,PS,1,PS,110,85-89,2,PS,20,GE80,16,GE80,134,85-89,46,70-79
CALIFORNIA,6,618060,Huntington Beach Union High,3817,91,232,90-94,984,92,52,70-79,816,86,43,80-89,1690,94,363,67,1246,84,502,81
CALIFORNIA,6,618210,Imperial Unified,202,96,,,5,PS,4,PS,140,GE95,2,PS,51,GE90,11,GE50,105,90-94,22,GE80
CALIFORNIA,6,618390,Inglewood Unified,1089,77,1,PS,17,GE80,516,80,546,74,3,PS,6,GE50,81,80-84,881,80,243,60-64
CALIFORNIA,6,618930,Jefferson Union High,1202,87,7,LT50,539,94,42,80-89,304,75,68,85-89,242,90-94,100,70-74,561,83,182,70-74
CALIFORNIA,6,618990,John Swett Unified,137,85-89,,,33,GE90,25,60-79,40,GE90,10,GE50,29,GE80,17,60-79,68,80-84,26,GE80
CALIFORNIA,6,619110,Julian Union High,44,30-39,6,GE50,,,3,PS,9,GE50,,,26,60-79,5,PS,23,21-39,1,PS
CALIFORNIA,6,619260,Jurupa Unified,1546,80,,,37,80-89,55,80-89,1163,80,3,PS,288,80-84,177,65-69,1210,78,489,69
CALIFORNIA,6,619320,Kelseyville Unified,125,90-94,2,PS,2,PS,5,PS,39,GE90,1,PS,76,85-89,9,GE50,92,90-94,10,GE50
CALIFORNIA,6,619490,Kerman Unified,254,80-84,1,PS,16,GE80,2,PS,206,80-84,,,29,GE80,21,60-79,191,80-84,62,70-74
CALIFORNIA,6,619540,Kern Union High,9056,82,80,80-84,369,90,650,79,5262,78,36,60-69,2659,86,747,70,6516,77,1620,59
CALIFORNIA,6,619620,Keyes Union,24,40-59,1,PS,2,PS,1,PS,6,LT50,1,PS,13,GE50,,,12,GE50,1,PS
CALIFORNIA,6,619650,King City Joint Union High,497,77,3,PS,6,GE50,2,PS,439,76,1,PS,46,80-89,65,75-79,403,75,230,65-69
CALIFORNIA,6,619700,Kings Canyon Joint Unified,594,84,4,PS,16,GE80,,,484,88,2,PS,88,85-89,47,60-69,580,85,212,75-79
CALIFORNIA,6,619830,Kingsburg Joint Union High,280,90-94,2,PS,11,GE50,1,PS,141,85-89,4,PS,121,GE95,24,60-79,128,80-84,31,80-89
CALIFORNIA,6,619950,Klamath-Trinity Joint Unified,62,75-79,50,80-89,,,,,2,PS,,,10,GE50,11,GE50,62,75-79,1,PS
CALIFORNIA,6,620070,Konocti Unified,213,72,5,PS,5,PS,13,GE50,50,70-79,3,PS,137,70-74,32,50-59,184,70-74,37,70-79
CALIFORNIA,6,620130,La Canada Unified,381,98,,,94,GE95,,,33,GE90,25,GE80,229,GE95,38,GE90,6,GE50,18,GE80
CALIFORNIA,6,620220,La Honda-Pescadero Unified,23,60-79,1,PS,,,,,16,60-79,,,6,GE50,3,PS,16,60-79,11,GE50
CALIFORNIA,6,620370,Laguna Beach Unified,247,98,2,PS,7,GE50,,,20,GE80,8,GE50,210,GE95,20,GE80,26,GE80,4,PS
CALIFORNIA,6,620640,Lake Tahoe Unified,343,87,2,PS,25,GE80,4,PS,126,85-89,1,PS,185,85-89,42,80-89,197,80-84,67,75-79
CALIFORNIA,6,620670,Lakeport Unified,105,85-89,1,PS,,,1,PS,22,GE80,2,PS,79,85-89,6,GE50,69,75-79,4,PS
CALIFORNIA,6,620790,Lakeside Union Elementary,34,80-89,,,,,,,2,PS,,,32,GE90,11,GE50,3,PS,,
CALIFORNIA,6,621000,Las Virgenes Unified,1012,94,4,PS,86,90-94,17,GE80,70,85-89,5,PS,830,95,119,85-89,157,90-94,34,80-89
CALIFORNIA,6,621060,Lassen Union High,246,80,16,40-59,6,GE50,2,PS,30,60-79,,,192,80-84,40,60-69,84,65-69,11,GE50
CALIFORNIA,6,621150,Laton Joint Unified,64,80-84,,,,,,,54,80-89,1,PS,9,LT50,4,PS,56,80-89,22,60-79
CALIFORNIA,6,621270,Le Grand Union High,136,85-89,,,1,PS,1,PS,123,85-89,,,11,GE50,15,GE50,134,85-89,66,80-84
CALIFORNIA,6,621400,Lemoore Union High,487,85,13,GE50,44,GE90,27,GE80,212,80-84,1,PS,190,85-89,52,70-79,272,80-84,89,80-84
CALIFORNIA,6,621420,Lennox,104,GE95,,,,,,,104,GE95,,,,,3,PS,101,GE95,25,GE80
CALIFORNIA,6,621600,Liberty Union High,1707,85,17,60-79,142,GE95,166,70-74,484,81,11,GE50,887,89,185,70-74,625,76,149,70-74
CALIFORNIA,6,621690,Lincoln Unified,611,86,5,PS,116,90-94,66,80-84,182,80-84,8,GE50,234,85-89,54,50-59,301,78,98,75-79
CALIFORNIA,6,621810,Linden Unified,220,89,4,PS,9,GE50,,,94,80-84,,,113,90-94,11,GE50,124,80-84,40,70-79
CALIFORNIA,6,621870,Lindsay Unified,279,70-74,,,8,GE50,4,PS,245,65-69,1,PS,21,60-79,10,LT50,277,70-74,119,55-59
CALIFORNIA,6,621990,Live Oak Elementary,42,80-89,3,PS,2,PS,1,PS,8,GE50,2,PS,26,GE80,4,PS,6,GE50,,
CALIFORNIA,6,622050,Live Oak Unified,133,80-84,,,21,GE80,1,PS,71,85-89,,,40,70-79,8,LT50,112,80-84,21,GE80
CALIFORNIA,6,622110,Livermore Valley Joint Unified,1131,91,8,GE50,105,90-94,39,70-79,214,80-84,5,PS,760,94,127,80-84,249,75-79,111,75-79
CALIFORNIA,6,622230,Lodi Unified,2254,77,9,GE50,617,79,177,60-64,764,73,8,GE50,679,83,178,40-44,1538,73,563,62
CALIFORNIA,6,622410,Lompoc Unified,710,86,3,PS,27,GE80,23,GE80,370,82,63,GE95,224,90-94,63,60-64,391,79,125,65-69
CALIFORNIA,6,622440,Lone Pine Unified,30,GE80,3,PS,,,1,PS,13,GE50,,,13,GE50,4,PS,19,GE80,4,PS
CALIFORNIA,6,622500,Long Beach Unified,6771,78,20,GE80,1071,87,1192,75,3360,74,34,50-59,1094,86,611,45,6452,79,1320,52
CALIFORNIA,6,622590,Los Alamitos Unified,851,95,3,PS,127,GE95,36,GE90,144,90-94,17,GE80,524,95,60,80-89,109,90-94,17,GE80
CALIFORNIA,6,622710,Los Angeles Unified,43097,61,226,60-64,3075,85,4562,62,31717,63,176,LE5,3341,75,5272,42,37796,60,14417,42
CALIFORNIA,6,622740,Los Banos Unified,702,88,4,PS,23,GE80,26,GE80,465,86,7,GE50,177,90-94,49,60-69,487,86,174,75-79
CALIFORNIA,6,622800,Los Gatos-Saratoga Joint Union High,752,96,1,PS,226,GE95,1,PS,51,GE90,58,GE90,415,97,93,85-89,22,GE80,16,60-79
CALIFORNIA,6,622860,Los Molinos Unified,46,80-89,3,PS,1,PS,,,16,GE80,1,PS,25,GE80,1,PS,31,70-79,4,PS
CALIFORNIA,6,622920,Los Olivos Elementary,132,85-89,1,PS,1,PS,1,PS,41,70-79,5,PS,83,GE95,41,80-89,40,70-79,9,GE50
CALIFORNIA,6,623080,Lucia Mar Unified,824,89,4,PS,21,GE80,6,GE50,289,80-84,18,GE80,486,92,82,80-84,440,83,121,75-79
CALIFORNIA,6,623160,Lynwood Unified,1308,58,,,6,GE50,115,45-49,1183,60,2,PS,2,PS,81,50-54,1114,60,503,42
CALIFORNIA,6,623340,Madera Unified,1163,82,4,PS,20,GE80,38,80-89,938,81,3,PS,160,80-84,164,60-64,951,80,349,69
CALIFORNIA,6,623530,Mammoth Unified,91,70-74,1,PS,1,PS,,,41,60-69,,,48,30-39,8,LT50,49,60-69,30,60-79
CALIFORNIA,6,623610,Manteca Unified,1697,88,18,GE80,235,90-94,165,80-84,725,87,6,GE50,548,91,161,65-69,1056,85,213,70-74
CALIFORNIA,6,623820,Maricopa Unified,23,60-79,,,1,PS,,,11,GE50,,,11,GE50,4,PS,20,60-79,3,PS
CALIFORNIA,6,623940,Mariposa County Unified,184,90-94,15,GE50,5,PS,3,PS,18,GE80,6,GE50,137,90-94,37,80-89,96,85-89,1,PS
CALIFORNIA,6,624030,Martinez Unified,306,88,3,PS,13,GE50,6,GE50,70,90-94,29,GE80,185,85-89,43,70-79,85,70-74,25,GE80
CALIFORNIA,6,624090,Marysville Joint Unified,751,80,41,70-79,109,GE95,38,70-79,239,75-79,13,GE50,311,80,91,55-59,580,77,146,75-79
CALIFORNIA,6,624150,Maxwell Unified,43,GE90,,,,,,,14,GE50,1,PS,28,GE80,3,PS,26,GE80,3,PS
CALIFORNIA,6,624230,McFarland Unified,312,73,,,3,PS,2,PS,300,70-74,,,7,GE50,33,70-79,291,75-79,113,60-64
CALIFORNIA,6,624480,Mendocino Unified,49,GE90,,,,,,,2,PS,6,GE50,41,GE90,8,GE50,18,GE80,,
CALIFORNIA,6,624500,Milpitas Unified,797,89,2,PS,509,92,28,60-79,154,80-84,18,GE80,86,90-94,75,75-79,376,86,156,75-79
CALIFORNIA,6,624660,Merced Union High,2373,86,11,GE50,369,96,101,85-89,1339,89,45,80-89,508,86,224,60-64,1880,86,568,75
CALIFORNIA,6,624750,Middletown Unified,129,85-89,4,PS,1,PS,1,PS,21,GE80,2,PS,100,85-89,11,GE50,53,70-79,1,PS
CALIFORNIA,6,625020,Mineral Elementary,43,50-59,,,,,,,5,PS,1,PS,37,50-59,3,PS,39,60-69,1,PS
CALIFORNIA,6,625150,Modesto City High,3764,76,27,40-59,353,83,183,65-69,1758,72,81,65-69,1362,82,483,57,2279,69,683,60
CALIFORNIA,6,625190,Modoc Joint Unified,66,90-94,3,PS,2,PS,2,PS,12,GE50,2,PS,45,GE90,6,GE50,37,80-89,4,PS
CALIFORNIA,6,625230,Mojave Unified,214,76,,,7,GE50,37,60-69,79,75-79,12,GE50,79,80-84,17,40-59,172,75-79,26,60-79
CALIFORNIA,6,625320,Monrovia Unified,491,88,2,PS,32,GE90,59,80-89,248,85-89,6,GE50,144,90-94,45,70-79,296,85-89,43,70-79
CALIFORNIA,6,625470,Montebello Unified,2413,81,2,PS,96,90-94,15,GE50,2229,81,13,GE50,58,70-79,223,55-59,2354,82,679,67
CALIFORNIA,6,625530,Monterey Peninsula Unified,780,80,1,PS,129,90-94,74,75-79,346,73,28,GE80,202,80-84,90,50-54,514,75,160,55-59
CALIFORNIA,6,625690,Moorpark Unified,647,91,5,PS,51,GE90,11,GE50,204,80-84,2,PS,374,95,55,80-89,197,80-84,78,60-64
CALIFORNIA,6,625800,Moreno Valley Unified,2731,69,15,GE50,148,75-79,565,66,1634,69,23,40-59,346,78,408,58,2345,67,689,55
CALIFORNIA,6,625830,Morgan Hill Unified,684,79,1,PS,64,80-84,19,GE80,302,69,5,PS,293,90-94,80,60-64,251,60-64,125,45-49
CALIFORNIA,6,625860,Morongo Unified,635,80,8,GE50,27,GE80,56,70-79,151,80-84,14,GE50,379,81,93,55-59,435,75,20,40-59
CALIFORNIA,6,626100,Mountain Empire Unified,131,60-64,11,LT50,3,PS,1,PS,64,50-54,,,52,70-79,18,60-79,95,55-59,38,40-49
CALIFORNIA,6,626310,Mountain View-Los Altos Union High,929,92,5,PS,203,90-94,28,GE80,225,85-89,13,GE50,455,94,112,70-74,235,80-84,149,75-79
CALIFORNIA,6,626370,Mt. Diablo Unified,2740,82,16,60-79,379,90,147,70-74,808,71,28,60-79,1362,88,342,60,1090,70,366,55
CALIFORNIA,6,626490,Muroc Joint Unified,145,90-94,1,PS,12,GE50,19,GE80,19,GE80,4,PS,90,90-94,14,GE50,36,80-89,,
CALIFORNIA,6,626640,Napa Valley Unified,1324,85,30,GE80,101,85-89,28,GE80,561,82,39,80-89,565,90,150,70-74,588,78,217,60-64
CALIFORNIA,6,626760,Needles Unified,66,80-84,3,PS,1,PS,2,PS,21,GE80,,,39,80-89,10,GE50,40,70-79,4,PS
CALIFORNIA,6,626880,Nevada Joint Union High,910,90,17,GE80,18,GE80,8,GE50,66,80-84,41,80-89,760,91,76,55-59,277,75-79,19,60-79
CALIFORNIA,6,626910,New Haven Unified,1041,79,4,PS,472,89,114,65-69,328,72,23,60-79,100,75-79,125,65-69,516,72,251,60-64
CALIFORNIA,6,627060,Newark Unified,522,89,2,PS,139,90-94,32,70-79,226,80-84,15,GE50,108,90-94,45,80-89,319,86,65,70-74
CALIFORNIA,6,627200,Newman-Crows Landing Unified,217,89,,,4,PS,7,GE50,152,85-89,2,PS,52,GE90,21,GE80,177,85-89,72,85-89
CALIFORNIA,6,627240,Newport-Mesa Unified,1739,93,5,PS,113,GE95,26,GE80,612,89,,,983,96,665,95,1269,92,287,75-79
CALIFORNIA,6,627590,North Monterey County Unified,398,86,2,PS,9,GE50,5,PS,241,80-84,6,GE50,135,90-94,20,GE80,305,85,85,75-79
CALIFORNIA,6,627690,Norwalk-La Mirada Unified,1605,90,2,PS,117,90-94,71,85-89,1187,89,11,GE50,217,90-94,194,75-79,1046,87,320,82
CALIFORNIA,6,627720,Novato Unified,552,90,,,31,GE90,24,GE80,138,80-84,28,GE80,331,93,61,70-74,169,75-79,49,60-69
CALIFORNIA,6,627780,Nuview Union,82,GE95,1,PS,2,PS,7,GE50,49,GE90,,,23,GE80,1,PS,50,GE90,24,GE80
CALIFORNIA,6,627850,Oak Park Unified,345,95,2,PS,44,GE90,1,PS,11,GE50,,,287,GE95,34,GE90,15,GE50,8,GE50
CALIFORNIA,6,628050,Oakland Unified,2857,59,14,LT50,562,75,1191,55,888,52,58,50-59,144,70-74,362,40,2412,59,657,41
CALIFORNIA,6,628250,Oceanside Unified,1399,81,6,GE50,139,85-89,136,85-89,770,79,9,LT50,339,86,170,60-64,939,78,289,60-64
CALIFORNIA,6,628270,Ojai Unified,251,88,2,PS,6,GE50,1,PS,83,85-89,,,159,85-89,40,60-69,94,80-84,35,80-89
CALIFORNIA,6,628650,Orange Unified,2368,91,12,GE50,320,97,29,GE80,1010,87,29,GE80,968,93,235,75-79,977,86,419,80
CALIFORNIA,6,628950,Oro Grande Elementary,52,GE90,,,1,PS,4,PS,20,GE80,3,PS,24,GE80,5,PS,39,GE90,6,GE50
CALIFORNIA,6,629130,Oroville Union High,605,83,33,60-69,125,90-94,29,60-79,63,85-89,,,355,83,99,75-79,485,80,98,80-84
CALIFORNIA,6,629190,Owens Valley Unified,1,PS,,,,,,,1,PS,,,,,1,PS,1,PS,,
CALIFORNIA,6,629270,Oxnard Union High,3967,79,16,40-59,295,90-94,98,75-79,2853,75,23,60-79,682,89,444,61,2617,75,1298,69
CALIFORNIA,6,629370,Pacific Grove Unified,146,85-89,,,17,GE80,5,PS,14,GE50,1,PS,109,90-94,15,GE50,19,GE80,8,GE50
CALIFORNIA,6,629490,Pajaro Valley Unified,1200,81,2,PS,33,GE90,2,PS,902,80,2,PS,259,80-84,145,60-64,542,80,379,65
CALIFORNIA,6,629550,Palm Springs Unified,1772,80,12,GE50,79,90-94,109,70-74,1187,78,6,GE50,379,85,150,55-59,1416,77,445,62
CALIFORNIA,6,629610,Palo Alto Unified,867,95,,,262,GE95,18,60-79,71,90-94,42,GE90,474,94,184,85-89,86,90-94,67,90-94
CALIFORNIA,6,629640,Palo Verde Unified,234,79,2,PS,1,PS,25,60-79,131,75-79,1,PS,74,85-89,24,40-59,154,70-74,25,60-79
CALIFORNIA,6,629700,Palos Verdes Peninsula Unified,1095,GE99,4,PS,327,98,28,GE80,67,GE95,13,GE50,656,GE99,114,GE95,47,GE90,62,90-94
CALIFORNIA,6,629820,Paradise Unified,410,85,5,PS,5,PS,2,PS,36,70-79,14,GE50,348,87,48,80-89,251,75-79,3,PS
CALIFORNIA,6,629850,Paramount Unified,1180,74,,,29,GE80,147,65-69,980,77,2,PS,21,60-79,99,55-59,1142,74,438,61
CALIFORNIA,6,629910,Parlier Unified,209,81,,,,,1,PS,208,80-84,,,,,17,GE80,209,80-84,96,65-69
CALIFORNIA,6,629940,Pasadena Unified,1389,76,4,PS,57,80-89,279,75-79,791,74,61,90-94,197,75-79,174,45-49,1312,77,209,45-49
